162.14 185.03
617.44 967.84
387.52 805.96
942.74 489.62
167.01 946.17
393.49 433.97
179.05 757.65
780.93 481.22
431.28 444.67
1.64 128
573.81 720.21
614.85 694.63
736.69 462.37
515.66 359.84
180.09 51.94
536.3 16.73
702.67 380.64
729.83 143.45
192.24 60.05
295.21 812.66
922.5 932.23
587.88 425.62
200.64 585.69
426.38 750.18
752.78 214.23
953.86 366.16
797.66 820.96
641.93 677.25
103.97 466.4
634.99 235.76
452.18 986.88
524.63 244.27
829.63 368.43
816.65 748.06
375.43 751.11
807.14 212.54
562 860.38
319.76 892.18
350.74 514.39
772.49 640.07
91.58 739.9
340.59 582.3
749.86 944.67
560.82 386.42
638.36 540.37
583.25 690.55
208.57 387.64
417.61 627.77
612.42 443.68
944.93 279.66
684.12 32.81
168.51 323.8
711.48 231.74
164.15 101.81
867.26 963.84
455.99 827.59
453.01 530.44
92.05 680.06
171.51 472.22
522.9 80.14
488.77 850.16
497.01 538.75
772.21 262.96
578.12 80.79
299.16 176.51
562.64 399.31
418.18 431.45
29.43 575.01
115.28 115.45
489.36 407.85
988.51 340.25
118.89 150.91
166.11 846.48
859.75 710.97
17.21 774.76
745.65 185.93
598.77 387.97
677.73 946.18
658.31 6.6
511.55 335.1
669.22 928.46
241.82 463.35
814.14 643.76
274.6 502.26
51.22 227.79
262.62 343.54
399.45 396.3
745.45 485.65
361.21 342.09
884.57 531.72
963.87 136.57
912.06 739.32
246.68 176.42
522.34 649.68
145.64 882.73
327.75 941.67
635.75 619.06
671.78 305.62
678.98 584.76
547.69 312.64
995.61 261.26
105.77 966.75
927.97 841.49
249.06 870.88
697.45 956.43
115.02 711.38
169.47 927.88
820.07 72.33
835.56 722.67
704.01 426.85
97.82 761.29
452.9 521.62
98.26 742.49
902.24 269.73
273.89 685.64
25.74 697.69
538.28 463.71
600.93 454.73
491.22 202.49
309.17 885.02
340.3 55.35
575.32 688.63
281.86 27.78
281.96 751.92
933.26 722.52
602.71 815.73
34.58 103.28
591.44 267.23
45.09 634.14
836.49 491.22
448.07 441.57
443.61 896.94
547.63 467.4
846.15 948.78
291.87 933.5
458.2 271.93
189.15 822.92
983.64 178.95
697.57 497
273.76 768.49
562.49 14.49
985.98 84.59
453.11 196.17
937.99 692.88
906.04 987.21
974.58 429.84
22.56 209.57
368.37 11.29
585.66 368.14
261.07 649.02
264.4 776.6
418.45 816.77
354.81 903.14
620.19 831.9
70.56 500.81
334.7 974.37
740.82 783.94
939.51 451.6
399.25 639.23
639.27 636.05
154.83 619.34
406.46 651.75
423.96 256.38
723.75 566.59
573.04 54.37
642.6 159.14
771.39 372.08
689.03 472.07
887.05 291.43
445.44 138.32
71.03 481.87
216.57 772.26
270.75 17.17
47.82 554.6
288.9 78.88
506 508.28
161.66 489.19
55.15 861.78
568.27 56.27
564.48 327.02
704.1 786.29
470.58 81.06
549.84 118.84
382.76 733.65
752.15 476.34
468.28 587.56
394.22 583.04
783.18 53.73
779.73 205.53
824.98 170.8
979.22 194.06
974.82 796.18
295.77 963.04
169.92 185.6
994.66 838.92
100.79 358.65
611.91 24.9
463.42 859.69
907.4 284.67
313.07 266.62
60.44 831.05
364.13 74.68
19.19 320.3
159.77 387.69
10.18 299.5
395.19 186.52
89.93 931.54
320.2 812.35
277.98 331.43
69.43 701.99
249.26 387.3
972.77 342.86
783.3 511.18
383.82 877.68
168.72 366.68
330.95 781.36
543.84 255.05
343.18 557.74
717.58 505.53
132.38 458.87
359.6 912.79
423.51 816.88
574.66 991.32
116.35 696.43
783.18 575.68
134.9 225.06
518.94 85.44
774.78 139.85
223.89 595.12
94.35 800.1
371.67 701.6
911.83 159.46
283.39 65.7
268.49 964.95
812.45 419.4
797.32 756.29
670.53 776.48
296.5 75.61
542.14 561.95
949.17 665.99
292.95 384.57
53.3 336.46
515.14 216.37
829.92 602.08
373.16 814.89
863.22 169.22
213.72 326.14
992.51 829.76
686.79 139.85
24.2 351.97
187.05 234.24
460.54 511.75
270.62 443.07
552.88 494.68
327.6 305.9
378.11 517.59
198.01 420.93
310.47 667.64
607.61 509.9
214.38 637.8
269.46 725.88
919.83 249.18
248.15 87.34
58.09 394.27
715.96 305.42
133.66 309.07
543.57 686.84
787.1 888.29
262.69 240.63
564.19 94.09
813.96 594.89
148.11 377.7
150.82 838.19
934.32 432.04
208.21 940.52
31.89 524.47
965.06 979.84
260.53 120.76
330.36 2.96
478.86 504.16
364.53 983.03
627.62 618.42
912 1.33
200.5 418.68
64.72 476.86
465.48 601.57
3.19 995.26
651.53 703.71
668.12 47.04
487.97 207.31
404.71 775.24
938.11 472.28
191.21 653.96
704.22 26.07
314.19 871.76
97.19 985.77
385.46 77.58
162.38 161.25
408.86 62.05
532.17 693.88
199.96 893.22
335.94 922.32
837.56 3.32
640.03 534.88
983.42 732
312.93 967.6
844.6 871.42
915.08 437.6
273.12 829.99
198.07 963.32
998.17 133.93
64.52 216.55
268.47 119.87
387.96 75.14
246.02 836.38
920.86 301.55
336.88 369.02
629.59 858.72
270.94 30.69
186.51 993.33
149.59 118.02
22.28 365.72
868.83 224.65
295.61 186.46
295.07 423.32
373.12 531.52
321.83 981.37
928.2 751.03
467.69 658.16
566.25 161.19
989.47 47.57
962.03 14.48
579.29 875.53
855.94 80.08
590.09 639.67
897.03 35.03
391.37 487.12
243.77 265.39
895.62 766.6
37.68 608.06
515.4 262.11
349.98 25.2
812 718.1
968.45 196.84
879.12 899.83
439.19 541.31
68.12 97.63
107.3 229.1
6.35 680.06
510.64 342.35
985.95 28.57
372.67 450.74
707.92 944.93
613.08 523.47
54.28 412.83
248.89 278.17
31.56 416.37
794.52 779.14
279.04 370.57
785.24 340.64
568.21 602.96
346.95 565.38
532.61 240.17
313.84 653.94
462.57 800.08
256.14 957.84
374.93 767.08
921.54 117.02
725.35 437.34
16.88 22.19
68.96 360.69
960.84 272.71
695.17 777.06
223.47 763.12
763.22 548.04
135.23 524.13
747.39 217.9
596.03 968.51
64.05 3.26
943.8 248.14
597.91 707.34
352.4 514.96
470.19 781.61
520.58 497.2
799.29 17.09
86.08 951.36
392.44 637.16
153.57 231.13
277.03 885.21
560.15 426.63
730.94 552.92
18.68 270
3.58 278.9
77.52 278.28
232.85 862.24
913.7 409.86
157.79 281.91
337.5 847.95
102.95 590.64
27.58 392.35
367.37 360.36
938.94 340.61
589.94 896.7
29.96 669.95
882.19 11
940.07 793.58
521.03 741.09
16.35 157.95
775.79 45.73
135.17 471.93
7.48 162.62
93.88 414.83
523.12 16.35
958.32 256.59
793.74 790.08
643.02 942.26
551.83 533.38
174.28 841.63
972.9 469.07
540.15 546.21
614.94 482.87
766.65 807.06
41.07 132.34
876.43 950.6
82.6 395.24
683.61 883.64
513.29 292.91
957.89 104.77
500.38 469.79
351.22 975.95
573.73 788.64
622.01 876.39
11.99 9.03
114.58 760.35
482.77 657.23
155.93 70.95
493.92 266.65
16.86 924.04
713.65 270.6
351.44 969.52
499.73 962.99
576.5 361.68
41.29 107.47
481.89 825.92
361.59 971.99
472.7 896.09
56.02 793.12
236.22 14.91
46.85 933.44
299.22 339.23
824.8 285.17
895.21 772.69
617.09 794.6
796.87 960.1
672.66 334.42
285.16 721.19
387.57 534.84
224.7 675.71
306.91 599.39
294.1 617.45
134.42 577.5
780.03 531.79
756.87 43.83
985.76 19.61
947.58 642.61
227.57 289.43
851.82 495.77
596.38 810.91
576.81 44.56
147.76 184.18
209.6 497.2
949.53 772.98
368.72 688.55
464.43 173.98
958.82 823.28
74.2 649.99
142.18 269.74
161.97 242.32
667.08 299.91
61.14 394.92
600.09 428.97
352.21 573.06
198.03 798.61
442.74 539.51
124.87 869.05
101.12 663.27
469.84 537.63
631.57 879.12
55.53 685.4
675.4 690.52
337.71 68.18
202.73 914.1
793.89 415.09
119.39 701.1
73.18 574.67
55.12 738.87
337.56 558.03
322.09 435.42
162.82 367.89
736.93 320.3
87.51 574.33
984.75 857.16
398.95 700.01
470.3 356.67
27.65 611.75
149.05 702.43
485.1 280.4
660.51 158.72
624.29 466.99
195.95 615.46
628.81 120.98
924.68 244.06
42.98 534.93
475.64 687.21
844.5 590.23
925.31 586.48
530.5 749.58
978.36 463.18
938.93 804.6
543.63 711.52
59.55 770.71
706.64 737.07
402.07 736.35
178.07 79.67
583.92 920.08
658.78 696.39
675.95 666.58
202.93 448.64
501.69 621.1
583.99 236.74
524.15 862.54
872.44 156.11
174.13 345.89
919.14 510.9
474.55 607.96
205.32 514.34
598.05 323.66
567.45 29.29
558.12 965.39
635.05 758.12
579.11 514.26
429.1 878.23
816.23 899.45
460.97 237.31
3.9 600.82
844.13 872.21
299.38 639.88
385.39 795.58
58.3 5.48
357.53 706.84
529.64 413.33
671.83 526.58
489.9 181.92
466.95 428.66
649.9 922.72
709.61 349.06
262.06 688.78
262.94 788.39
732.22 203.16
19.88 92.27
197.26 797.83
122.04 293.87
968.09 733.29
988.26 33.12
457.52 640.72
862.8 29.25
713.33 930.97
859.31 76.44
959.3 148.31
24.95 556.69
610.06 412.21
777.87 19.79
70.85 286.41
181.75 467.11
258.7 642.24
912.58 594.19
189.39 341.94
445.88 396.3
162.34 857.65
946.53 222.21
45.95 263.26
578.76 572.8
916.38 388.49
470.44 684.82
835.4 308.77
363.74 214.07
865.98 759.22
63.29 138.38
519.5 507.47
153.11 337.19
703.99 197.5
95.76 173.21
900.4 685.61
749.15 800.61
732.05 429.55
541.49 855.12
312.47 63.13
29.41 643.32
757.47 891.23
331.39 941.33
29.91 673.95
976.32 37.89
848.58 733.51
36.08 712.16
738 113.97
21.37 423.67
421.2 251.39
911.8 109.92
665.45 370.59
863.86 636.66
378.85 615.11
594.67 126.38
225.69 737.83
174.61 102.52
279.47 32.61
978.73 630.28
264.58 70.84
844.5 408.87
751.13 722.04
62.67 76.2
262.34 883.7
688.3 823.59
629.52 323.36
800.67 786.3
87.28 44.49
763.68 575.33
539.83 627.86
242.22 746.2
149.01 71.47
715.73 962.71
895.74 754.46
496.32 106.59
48.77 284.33
807.09 608.56
538.01 151.86
305.07 831.77
74.57 314.33
543.79 425.72
485.54 55.23
261.87 186.74
138.75 727.39
57.09 110.68
521.36 276.57
959.36 4.03
5.63 763.82
651.34 231.53
586.41 457.39
602.26 921.83
906.99 448.82
178.06 226.61
203.52 162.93
870.3 34.82
892.84 577.52
146.5 880.28
404.52 446.5
66.31 648.99
515.38 328.44
730.61 92.24
882.86 763.11
834.76 81.95
693.63 509.44
82.84 6.71
344.67 361.14
985.77 700.18
856.4 689.87
614.73 817.97
280.65 530.99
209.8 634.48
711.39 723.01
154.5 818.66
631.67 339.71
718.25 865.14
237.9 412.47
141.87 507.19
70.61 730.31
95.01 618.24
750.96 326.77
270.16 820.73
873.09 114.91
894.12 264.4
134.41 15.74
235.87 810.11
599.89 840.43
768.86 161.49
590.65 132.72
505.97 323.14
63.46 155.83
167.21 132.6
504.76 216.58
262.85 512.61
301.48 559.81
878.94 520.75
270.54 137.27
937.38 235.62
529.86 657.76
969.54 11.8
176.17 459.02
989.95 660.29
297.99 907.09
886.03 666.74
697.26 224.89
849.85 646.64
318.89 879.58
769.86 855.08
794.7 916.75
173.03 717.71
696.82 919.88
262.14 30.49
65.22 594.45
828.46 687.62
525.11 328.9
336.15 540.22
842.14 468.22
273.23 262.73
76.79 451.15
942.5 909.68
594.1 408.12
226.49 182.43
60.79 294.77
501.98 293.57
219.28 144.44
802.5 716.04
666.15 563.32
531.31 35.01
82.9 163.03
512.83 581.96
367.19 228.09
936.84 524.03
895.6 549.4
797.95 605.85
711.98 19.98
761.56 796.84
780.31 285.51
998.33 683.88
567.1 469.68
420.33 567.29
125.39 753.19
925.19 867.72
541.02 375.28
708.67 631.93
71.52 448.03
441.09 637.55
558.96 825.98
120.23 840.08
730.21 157.73
710.51 679.54
811.88 160.98
258.01 70.31
481.39 108.76
30.57 734.13
552.18 492.41
374.57 904.71
947.84 835.22
402.02 331.68
458.73 671.13
326.41 942.4
494.11 773.85
250.7 481.73
544.08 824.43
477.53 943.67
347.56 839.13
959.63 632.33
826.27 844.44
337.52 246.17
689.18 482.27
121.82 465.88
238.07 456.2
969.22 144.48
311.88 988.03
674.03 347.89
496.21 744.28
451.09 174.58
693.84 13.39
321.59 494.98
903.31 266.91
929.5 494.57
584.67 621.85
914.48 178.65
305.13 136.37
46.13 803.03
451.92 317.21
684.75 531.08
675.79 694.81
775.52 486.44
385.7 831.01
505.57 769.54
53.72 664.08
958.03 937.12
309.04 667.16
581.86 905.66
800.77 898.82
63.34 232.93
591.56 658.05
232.88 256.06
407.46 121.4
969.57 620.45
414.28 35.68
676.81 320.68
316.66 267.87
793.35 492.6
483.03 772.03
977.48 845.34
488.68 323.62
55.78 802.63
938.24 192.36
563.43 134.73
680.26 777.84
719.62 105.34
558.79 115.47
979.46 932.43
660.07 75.57
882.77 667.44
607.44 24.77
780.82 434.33
833.52 696.22
163.18 338.08
915.63 24.06
730.22 251.68
999.49 737.62
60.46 121.15
55.24 581.98
707.72 390.46
211.53 134.33
829.18 640.72
694.98 318.96
993.8 563.25
966.35 889.23
649.19 940.97
489.07 340.67
835.69 400.12
192.09 947.28
127.96 312.12
95.88 871.76
457.04 374.89
759.24 590.27
420.24 83.67
174.12 193.93
921.29 513.19
486.58 481.59
500.05 576.36
454.36 142.12
508.65 198.76
865.07 739.87
370.28 654.37
233.41 662.76
517.06 644.32
972.23 670.37
245.02 569.04
889.25 188.06
647.18 843.47
299.57 33.07
989.71 35.51
264.28 830.12
381.52 70.05
465.92 976.3
354.35 733.86
14.32 648.89
18 241.26
39.19 14.97
784.89 675.89
271.28 497.75
267.98 711.08
939.22 682.1
848.02 129.23
216.91 200.8
578.99 310.31
144.44 732.7
554.32 39.93
415.48 65.56
592.29 699.65
674.93 28.83
115.23 145.13
2.92 985.15
395.34 352.27
74.6 484.87
918.68 217.1
80.15 633.74
479.53 732.17
865.05 701.69
758.82 130.11
908.22 509.32
563.11 484.89
693.88 168.85
604.79 691.48
752.9 827.47
689.58 706.86
150.06 163.59
443.77 428.36
476.45 520.33
261.77 609.81
468.95 725.58
983.51 771.44
224.16 844.34
921.56 146.71
599.73 336.33
249.45 327.11
803.28 351.03
435.63 415.55
357.86 182.1
361.51 179.56
602.15 224.38
997.23 907.48
635.19 129.4
25.9 413.99
146.99 239
604.18 915.6
890.42 791.7
526.91 302.63
644.16 842.78
423.28 670.9
392.55 316.54
253.95 844.68
105.5 118.07
301.29 21.7
939.97 771.76
48.95 601.86
904.33 625.24
832.52 723.03
27.86 259.83
909.29 20.68
859.88 382.5
643.4 652.29
686.52 139.21
831.43 683.19
197.76 485.98
803.97 517.74
463.42 981.53
830.37 177.22
984.1 123.86
526.57 876.04
271.33 143.68
420.13 527.84
881.06 988.48
561.88 525.41
75.61 83.54
90.31 381.32
321.35 340.49
952.4 590.67
642.89 798.32
564.1 382.91
449.34 228.7
53.63 866.73
824.07 14.52
872.62 440.06
426.65 619.71
982.94 236.78
94.28 8.19
530.94 812.23
949.53 441.17
906.54 231.68
322.26 184.66
350.9 218.95
75.97 792.6
824.41 46.93
992.03 796.4
675.83 407.31
710.14 827.59
763.62 583.65
349.45 428.12
72.39 870.47
341.65 61.46
539.95 329.88
196.22 127.86
764.64 658.47
887.5 108.11
498.18 148.76
304.15 313.11
345.5 472.79
734.28 100
891.11 289.88
672.17 830.72
550.81 486.12
328.25 295.32
807.38 190.26
98.91 799.66
131.11 578.62
911.01 626.04
808.44 881.28
793.39 115.41
106.23 932.21
248.39 190.87
684.64 68.16
996.51 744.98
937.97 174.21
450.23 947.03
990.79 198.15
836.02 191.4
405.95 511.79
228.66 104.7
271.04 84
887.59 756.57
221.81 548.55
192.64 978.08
133.68 899.12
164.65 481.54
666.87 724.78
26.31 296.98
585.53 610.72
509.68 892.88
788.5 572.67
